Codigo Instit.,Codigo Curso,Nome da Instituicao,Nome do Curso,Grau,Vagas Iniciais
3052,9850,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Desporto e Atividade Física,L1,55
3052,9853,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Educação Básica,L1,35
3053,8463,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia das Energias Renováveis,L1,33
3053,9089,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Civil,L1,20
3053,9104,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia e Gestão Industrial,L1,20
3053,9111,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Eletrotécnica e das Telecomunicações,L1,27
3053,9119,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Informática,L1,90
3053,L275,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Informática e Multimédia,L1,35
3054,9147,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Gestão,L1,45
3054,9242,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Solicitadoria,L1,40
3054,9254,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Turismo,L1,25
3054,L021,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Gestão Comercial,L1,40
3055,9725,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,Design de Interiores e Equipamento,L1,45
3055,9726,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,Design de Moda e Têxtil,L1,42
3055,L158,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,Design de Comunicação e Audiovisual,L1,60
3061,9016,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Biotecnologia,L1,44
3061,9085,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Enfermagem Veterinária,L1,30
3061,9619,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Engenharia Agro-Pecuária,L1,30
3061,9673,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Agricultura Biológica,L1,22
3061,L009,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Ciências Florestais e Recursos Naturais,L1,20
3061,L015,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Tecnologia Alimentar,L1,27
3061,L024,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Tecnologia e Gestão Ambiental,L1,30
3061,L178,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Turismo em Espaços Rurais e Naturais,L1,46
3062,8093,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Animação Socioeducativa (regime pós-laboral),L1,21
3062,8114,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Turismo (regime pós-laboral),L1,24
3062,8342,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação Organizacional (regime pós-laboral),L1,25
3062,9054,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação Social,L1,38
3062,9254,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Turismo,L1,35
3062,9668,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Gerontologia Social,L1,42
3062,9675,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Animação Socioeducativa,L1,38
3062,9717,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação Organizacional,L1,43
3062,9731,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Desporto e Lazer,L1,28
3062,9774,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Língua Gestual Portuguesa,L1,30
3062,9853,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Educação Básica,L1,50
3062,9894,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação e Design Multimédia,L1,38
3062,9898,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Arte e Design,L1,31
3062,L095,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Gastronomia,L1,20
3063,8029,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Finanças e Contabilidade,L1,30
3063,8519,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Secretariado de Direção e Administração,L1,43
3063,9061,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Contabilidade e Auditoria,L1,75
3063,9152,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Gestão de Empresas,L1,100
3063,9186,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Informática de Gestão,L1,41
3063,9722,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Contabilidade e Gestão Pública,L1,40
3063,9801,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Solicitadoria e Administração,L1,65
3063,L023,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Marketing e Negócios Internacionais,L1,53
3063,L056,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Comércio e Relações Económicas Internacionais,L1,34
3064,9089,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Civil,L1,20
3064,9104,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia e Gestão Industrial,L1,25
3064,9105,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Eletromecânica,L1,24
3064,9119,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Informática,L1,140
3064,9123,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Mecânica,L1,60
3064,9455,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Biomédica,L1,35
3064,9540,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Bioengenharia,L1,27
3064,9770,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Informática (Curso Europeu),L1,20
3064,9885,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Informática (regime pós-laboral),L1,20
3064,L104,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Eletrotécnica e de Computadores (regime pós-laboral),L1,18
3064,L155,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Gestão Sustentável das Cidades,L1,25
3064,L209,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Eletrotécnica e de Computadores,L1,41
3065,9058,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Contabilidade e Administração,L1,40
3065,9119,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Engenharia Informática,L1,43
3065,9147,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Gestão,L1,37
3065,9205,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Marketing,L1,35
3065,9895,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Gestão do Território,L1,25
3065,L146,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Gestão de Bioindústrias,L1,10
3081,8337,Universidade do Algarve - Escola Superior de Educação e Comunicação,Imagem Animada,L1,35
3081,9023,Universidade do Algarve - Escola Superior de Educação e Comunicação,Ciências da Comunicação,L1,39
3081,9070,Universidade do Algarve - Escola Superior de Educação e Comunicação,Design de Comunicação,L1,39
3081,9084,Universidade do Algarve - Escola Superior de Educação e Comunicação,Educação Social,L1,32
3081,9563,Universidade do Algarve - Escola Superior de Educação e Comunicação,Desporto,L1,40
3081,9853,Universidade do Algarve - Escola Superior de Educação e Comunicação,Educação Básica,L1,30
3082,9147,Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Gestão,L1,75
3082,9148,Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Gestão (regime noturno),L1,23
3082,9173,Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Gestão Hoteleira,L1,48
3082,9205,Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Marketing,L1,32
3082,9254,Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Turismo,L1,63
3083,9087,Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Alimentar,L1,21
3083,9089,Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Civil,L1,21
3083,9123,Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Mecânica,L1,21
3083,L209,Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Eletrotécnica e de Computadores,L1,21
3083,L269,Universidade do Algarve - Instituto Superior de Engenharia,Engenharia de Sistemas e Tecnologias Informáticas,L1,21
3087,9147,Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo (Portimão),Gestão,L1,30
3087,9148,Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo (Portimão),Gestão (regime noturno),L1,20
3087,9254,Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo (Portimão),Turismo,L1,40
3091,8339,Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Comunicação Multimédia,L1,55
3091,9005,Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Animação Sociocultural,L1,25
3091,9563,Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Desporto,L1,50
3091,9652,Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Comunicação e Relações Públicas,L1,48
3091,9853,Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Educação Básica,L1,35
3091,L034,Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Desporto  Condição Física e Saúde,L1,30
3092,9056,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Contabilidade,L1,32
3092,9072,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Design de Equipamento,L1,32
3092,9089,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Engenharia Civil,L1,24
3092,9119,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,70
3092,9128,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Engenharia Topográfica,L1,20
3092,9147,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Gestão,L1,55
3092,9157,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Gestão de Recursos Humanos,L1,45
3092,9205,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Marketing,L1,27
3092,9855,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Energia e Ambiente,L1,22
3092,L196,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Mecânica e Informática Industrial,L1,40
3092,L283,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Ciência de Dados e Inteligência Artificial,L1,35
3095,9173,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Gestão Hoteleira,L1,48
3095,9255,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Turismo e Lazer,L1,28
3095,9484,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Restauração e Catering,L1,28
3095,L061,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Gestão do Turismo e da Hospitalidade,L1,40
3101,8014,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Serviço Social (regime pós-laboral),L1,20
3101,8476,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Relações Humanas e Comunicação Organizacional (reg. de ensino a distância),L1,20
3101,9084,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Educação Social,L1,42
3101,9238,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Serviço Social,L1,40
3101,9492,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Tradução e Interpretação: Português/Chinês - Chinês/Português,L1,28
3101,9797,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Relações Humanas e Comunicação Organizacional,L1,40
3101,9851,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Desporto e Bem-Estar,L1,52
3101,9853,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Educação Básica,L1,65
3101,L099,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Comunicação e Media,L1,42
3102,8015,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Solicitadoria (regime pós-laboral),L1,25
3102,9002,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Administração Pública,L1,27
3102,9089,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Civil,L1,20
3102,9104,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia e Gestão Industrial,L1,25
3102,9112,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Eletrotécnica e de Computadores,L1,35
3102,9119,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,102
3102,9123,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica,L1,40
3102,9147,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Gestão,L1,103
3102,9205,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Marketing,L1,46
3102,9242,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Solicitadoria,L1,66
3102,9627,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Contabilidade e Finanças,L1,45
3102,9648,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia da Energia e do Ambiente,L1,20
3102,9690,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Biomecânica,L1,25
3102,9741,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Automóvel,L1,41
3102,9885,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Informática (regime pós-laboral),L1,30
3102,9886,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica (regime pós-laboral),L1,15
3102,9991,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Gestão (regime pós-laboral),L1,22
3102,L055,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Jogos Digitais e Multimédia,L1,50
3102,L266,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Eletrotécnica e de Computadores (regime noturno),L1,15
3103,8126,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Gráfico e Multimédia (regime pós-laboral),L1,30
3103,8525,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design de Produto - Cerâmica e Vidro,L1,24
3103,9007,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Artes Plásticas,L1,53
3103,9074,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Industrial,L1,28
3103,9243,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Teatro,L1,25
3103,9457,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Som e Imagem,L1,63
3103,9729,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Gráfico e Multimédia,L1,75
3103,L127,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Programação e Produção Cultural,L1,23
3103,L257,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design de Espaços,L1,27
3105,8514,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão de Eventos,L1,25
3105,9013,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Biologia Marinha,L1,48
3105,9016,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Biotecnologia,L1,25
3105,9087,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Engenharia Alimentar,L1,21
3105,9178,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão Turística e Hoteleira,L1,53
3105,9207,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Marketing Turístico,L1,35
3105,9254,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Turismo,L1,50
3105,9848,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Animação Turística,L1,25
3105,L131,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão da Restauração e Catering,L1,20
3112,8307,Instituto Politécnico de Lisboa - Escola Superior de Educação,Artes Visuais e Tecnologias,L1,78
3112,9005,Instituto Politécnico de Lisboa - Escola Superior de Educação,Animação Sociocultural,L1,29
3112,9853,Instituto Politécnico de Lisboa - Escola Superior de Educação,Educação Básica,L1,81
3112,9876,Instituto Politécnico de Lisboa - Escola Superior de Educação,Educação Básica (regime pós-laboral),L1,20
3112,L134,Instituto Politécnico de Lisboa - Escola Superior de Educação,Mediação Artística e Cultural,L1,24
3113,8438,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial (regime pós-laboral),L1,30
3113,8439,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing (regime pós-laboral),L1,29
3113,9010,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Audiovisual e Multimédia,L1,89
3113,9191,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Jornalismo,L1,63
3113,9222,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing,L1,61
3113,9231,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial,L1,62
3117,8015,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria (regime pós-laboral),L1,52
3117,9058,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade e Administração,L1,118
3117,9147,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão,L1,104
3117,9242,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria,L1,55
3117,9476,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais,L1,56
3117,9870,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade e Administração (regime pós-laboral),L1,99
3117,9889,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais (regime pós-laboral),L1,47
3117,9991,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão (regime pós-laboral),L1,85
3117,L035,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Comércio e Negócios Internacionais (regime pós-laboral),L1,52
3118,9089,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Civil,L1,45
3118,9108,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrónica e Telecomunicações e de Computadores,L1,83
3118,9109,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrotécnica,L1,88
3118,9121,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e de Computadores,L1,120
3118,9123,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Mecânica,L1,104
3118,9126,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Química e Biológica,L1,36
3118,9455,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Biomédica,L1,26
3118,L052,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e Multimédia,L1,81
3118,L085,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Tecnologias e Gestão Municipal,L1,26
3118,L117,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Matemática Aplicada à Tecnologia e à Empresa,L1,29
3118,L119,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática  Redes e Telecomunicações,L1,30
3118,L213,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Física Aplicada,L1,40
3121,8014,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Serviço Social (regime pós-laboral),L1,20
3121,9084,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Educação Social,L1,25
3121,9238,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Serviço Social,L1,35
3121,9254,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Turismo,L1,28
3121,9773,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Jornalismo e Comunicação,L1,35
3121,9853,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Educação Básica,L1,25
3122,9070,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Design de Comunicação,L1,26
3122,9119,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,40
3122,9147,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Gestão,L1,45
3122,9670,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Administração de Publicidade e Marketing,L1,30
3122,9991,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Gestão (regime pós-laboral),L1,28
3122,L033,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Tecnologias de Produção de Biocombustíveis,L1,25
3122,L171,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Design de Animação e Multimédia,L1,32
3123,9003,Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,Agronomia,L1,37
3123,9085,Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,Enfermagem Veterinária,L1,38
3123,9130,Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,Equinicultura,L1,22
3131,8002,Instituto Politécnico do Porto - Escola Superior de Educação,Línguas e Culturas Estrangeiras,L1,54
3131,8264,Instituto Politécnico do Porto - Escola Superior de Educação,Artes Visuais e Tecnologias Artísticas,L1,28
3131,9084,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social,L1,48
3131,9563,Instituto Politécnico do Porto - Escola Superior de Educação,Desporto,L1,25
3131,9807,Instituto Politécnico do Porto - Escola Superior de Educação,Tradução e Interpretação em Língua Gestual Portuguesa,L1,23
3131,9853,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Básica,L1,47
3131,9878,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Musical,L1,22
3131,9879,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social (regime pós-laboral),L1,36
3131,L246,Instituto Politécnico do Porto - Escola Superior de Educação,Gestão do Património Cultural,L1,25
3131,L248,Instituto Politécnico do Porto - Escola Superior de Educação,Gestão do Património Cultural (regime pós-laboral),L1,20
3131,L272,Instituto Politécnico do Porto - Escola Superior de Educação,Tecnologias para a Educação STEAM,L1,25
3134,8005,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing (regime pós-laboral),L1,28
3134,9009,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução,L1,52
3134,9043,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Ciências e Tecnologias da Documentação e Informação,L1,25
3134,9053,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial,L1,45
3134,9058,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração,L1,215
3134,9205,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing,L1,90
3134,9227,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Recursos Humanos,L1,45
3134,9716,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional,L1,35
3134,9829,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução (regime pós-laboral),L1,26
3134,9866,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional (regime pós-laboral),L1,25
3134,9867,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial (regime pós-laboral),L1,24
3134,9870,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração (regime pós-laboral),L1,51
3134,L070,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Criatividade e Inovação Empresarial,L1,31
3135,8316,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia de Sistemas,L1,40
3135,9089,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Civil,L1,51
3135,9098,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia de Telecomunicações e Informática,L1,40
3135,9104,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia e Gestão Industrial,L1,36
3135,9110,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,L1,50
3135,9112,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica e de Computadores,L1,171
3135,9117,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Geotécnica e Geoambiente,L1,21
3135,9119,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Informática,L1,200
3135,9123,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica,L1,120
3135,9125,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Química,L1,53
3135,9455,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Biomédica,L1,50
3135,9936,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica Automóvel,L1,42
3135,L089,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Biorrecursos,L1,28
3138,8015,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Solicitadoria (regime pós-laboral),L1,21
3138,8097,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Ciências Empresariais (regime pós-laboral),L1,26
3138,8288,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Sistemas de Informação para Gestão,L1,20
3138,8398,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Segurança Informática em Redes de Computadores,L1,20
3138,9045,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Ciências Empresariais,L1,42
