ID Candidato,PI,12,Nota Candidatura,E1,C1,E2,C2,E3,C3,E4,C4,E5,C5
24444,13.8,19.2,16.5,3043,9112,3063,8519,3117,L035,507,9026,1000,8184
24445,15.6,17.2,16.4,6810,L276,1516,9157,1515,9086,3118,9121,3135,9125
24446,15,14.2,14.6,901,9554,1517,A013,1506,8104,3032,8409,1506,9006
24447,11.6,16,13.8,1000,L229,902,9006,3105,9848,903,9116,1515,9129
24448,17.2,17.8,17.5,7110,9996,1517,A006,3135,9117,3186,9179,902,9252
24449,17.1,16.2,16.65,7110,9163,1517,9081,3045,9205,3163,9751,3101,L099
24450,11.8,17.9,14.85,503,9240,3163,9147,300,9146,501,9223,1504,8358
24451,13.4,20,16.7,6810,L280,1503,9141,903,9119,3131,9807,604,9219
24452,18,19.1,18.55,1507,9554,1504,8358,7035,8149,1105,L209,503,9240
24453,13,13.4,13.2,1503,9209,904,9081,1510,9841,1503,9381,1504,8358
24454,13.9,14.8,14.35,3141,9003,3117,9870,906,L188,1107,L251,3064,L209
24455,14.2,17.1,15.65,903,9119,1501,9257,3117,9058,502,8067,400,9740
24456,13.4,16.5,14.95,3105,L131,501,9146,1105,9540,501,9099,1105,9104
24457,16.9,18.4,17.65,300,9002,903,L167,3105,L131,7220,8149,3062,9717
24458,13.9,18.3,16.1,3117,8015,7220,L066,1105,9099,3138,8015,3012,L140
24459,16.9,16.5,16.7,1103,9113,3062,9717,1504,8358,300,L217,6810,L282
24460,16.5,17.9,17.2,300,9119,1518,L221,1501,9071,300,9252,3013,L066
24461,17.2,18.4,17.8,3063,8519,6810,L282,503,9240,1518,L162,1103,8258
24462,13.1,16.7,14.9,3091,9005,3182,9205,3051,9003,400,9740,1105,L236
24463,14.4,18.2,16.3,3062,9853,206,9351,3042,9082,3182,9109,3134,9053
24464,13.2,15.9,14.55,1507,9554,300,9252,1204,9707,3181,9084,3152,9862
24465,18,14.8,16.4,1510,9162,6800,9119,6800,9019,1504,8358,1105,L209
24466,14.2,13.4,13.8,506,9548,1105,9125,1201,9129,1110,9708,604,9081
24467,20,15.3,17.65,1518,9099,501,9015,1502,L010,3042,8323,3331,9069
24468,14.1,14.5,14.3,3113,8439,3081,9084,3134,8005,1104,9081,1518,L209
24469,13.1,16.3,14.7,7230,8143,604,9853,201,9821,1517,9147,6810,L282
24470,17,19.6,18.3,502,8067,1204,9554,3064,L209,3117,8015,1503,9119
24471,19.2,18.3,18.75,1502,9790,3105,9013,3134,9716,902,9240,7110,9076
24472,15.1,17,16.05,1107,L251,505,9694,1306,9196,3135,9119,1519,9121
24473,18.9,15.9,17.4,1516,9019,1514,8411,3182,9994,3064,9105,400,9048
24474,15.3,18.8,17.05,3138,9242,3182,9994,901,9554,7230,9861,3113,8438
24475,15.9,13.6,14.75,1504,8358,501,9119,501,9104,3118,9126,7230,9890
24476,17.1,15.1,16.1,1105,9096,5402,8399,3065,L146,7110,8011,201,9204
24477,12.1,18.3,15.2,501,9011,1000,9098,3155,9500,3117,8015,1518,L221
24478,20,14.4,17.2,3145,L008,904,9081,3143,9994,6800,8029,3153,9993
24479,12.3,13,12.65,7220,L161,7210,8141,1507,9554,3062,9774,3152,L124
24480,16.8,15.9,16.35,7045,9890,7210,9504,1111,9707,3061,9016,150,9135
24481,16.5,18.3,17.4,400,9015,3123,9130,903,8036,3063,9722,3052,9485
24482,15.7,15.5,15.6,1000,9078,1109,9026,505,9181,6810,L282,3181,9054
24483,13.4,17.3,15.35,1000,L188,1502,9070,3102,9690,903,L231,3042,9853
24484,13.9,15.1,14.5,7020,9500,3102,9205,3135,8316,6800,9019,6810,L282
24485,15.9,14.8,15.35,3181,9853,1000,L112,400,9112,1103,9696,1514,8411
24486,18.8,17,17.9,1504,8358,1105,9096,3145,9763,6800,9081,903,9116
24487,17.5,17.9,17.7,1506,9252,1107,9023,6800,8366,203,9119,1103,L227
24488,13.9,18.1,16,902,9020,3121,8014,904,9081,1506,9131,1000,9104
24489,16.2,14.1,15.15,1105,9104,400,9015,501,9891,1308,9147,501,9141
24490,19.1,16.9,18,1503,L204,3117,9242,903,9119,400,9075,1503,9141
24491,20,17.9,18.95,400,9089,506,9813,602,L090,7055,9556,3101,9797
24492,16.3,16.8,16.55,7085,9500,7002,9500,501,9448,3092,9128,1517,9081
24493,15.9,18.3,17.1,3134,9867,3031,9152,1203,L209,1501,G008,400,9016
24494,14.3,14.9,14.6,3102,9741,1105,9125,1110,9813,6800,9219,1101,9554
24495,15.8,14.5,15.15,501,9257,602,L090,7220,9861,400,9023,3131,8002
24496,19.4,18.8,19.1,506,9548,501,9119,3011,9140,1110,9847,1308,9147
24497,15.3,15.1,15.2,1113,9548,3102,9242,3102,9123,602,9016,1516,9157
24498,16.6,14.8,15.7,7003,9500,1204,9554,1104,9081,6800,9157,1107,9006
24499,15.4,17.5,16.45,7230,9504,206,9351,3117,9870,1502,9070,501,L285
24500,17.1,15.5,16.3,3032,8409,1204,9554,7015,9833,1517,9081,7002,9500
24501,15.9,18.4,17.15,7230,8143,1107,9181,1000,9146,300,9015,1519,9098
24502,13,12.6,12.8,1000,9817,3123,9130,1306,9219,902,9448,501,9448
24503,14.1,19.6,16.85,3112,9876,1000,9229,1518,9121,1105,L236,3241,9056
24504,18.7,15.1,16.9,3151,9005,1518,9345,1507,9554,1105,9099,7220,9549
24505,15.6,14.9,15.25,3117,9991,1502,9070,1000,9113,1000,9917,1518,9455
24506,14.7,16.9,15.8,1507,9554,3051,L093,7075,9500,3043,9125,1519,9121
24507,14.7,16.6,15.65,505,9135,7015,9501,1104,9081,7230,9890,7220,L068
24508,12.1,19.9,16,300,9041,1507,9554,3118,9121,604,9026,602,9104
24509,14.3,15,14.65,3181,9054,903,9116,300,L209,1516,8111,7055,9556
24510,16.2,16.7,16.45,3163,9254,904,9081,1504,9078,3135,9117,1506,9917
24511,18.2,17,17.6,507,9026,1204,9554,1308,9026,3118,9121,1202,9005
24512,14.6,12.8,13.7,300,9455,503,9240,1504,8358,3243,L211,1511,9219
24513,15.4,13.9,14.65,1000,L215,3113,9010,6800,9119,3131,9563,1518,L239
24514,16.8,17.1,16.95,3143,9185,206,9351,505,9132,1506,9204,6810,L282
24515,17.4,18.9,18.15,3118,L085,1103,9385,508,9707,1202,9254,1105,L209
24516,15.6,16.2,15.9,6810,L281,3102,9242,3087,9254,1306,9069,1506,9133
24517,12.6,14.8,13.7,3065,9058,3143,9185,6800,9240,1518,9121,1515,8377
24518,15.6,16.3,15.95,901,9554,5402,8399,1203,9113,3242,9644,3135,9125
24519,15.6,15.6,15.6,903,L231,501,9119,6800,L030,3083,L269,604,9787
24520,16.3,11.1,13.7,3102,9112,904,9081,3118,L085,400,9147,3064,9105
24521,13.2,17.5,15.35,1517,9081,1000,9785,504,9819,902,9139,7220,8149
24522,14.1,15.9,15,7015,9501,203,9013,1203,9113,3011,8005,604,9026
24523,14.2,15.1,14.65,3043,L069,903,9116,3101,9853,3101,9851,3153,9157
24524,13.7,14.6,14.15,300,L221,3182,9119,6800,9157,7110,9177,3117,9889
24525,18.1,16.7,17.4,1503,9141,7020,L068,1107,9006,400,9023,1202,9238
24526,14.9,13.3,14.1,150,9853,7035,L068,6800,9156,1108,9813,903,L231
24527,19.9,18,18.95,1517,A006,7210,9549,3152,L124,7230,9549,7230,9890
24528,13.9,17,15.45,1107,L251,1517,9081,1202,9023,400,9048,1518,9125
24529,15.9,13.1,14.5,3031,9990,1203,9113,903,9209,507,9219,503,9147
24530,18.9,13.8,16.35,502,8067,1202,9803,1107,L251,1518,L162,604,8251
24531,17.2,18.8,18,7045,8149,3186,9179,1518,L209,1000,9240,1516,9229
24532,14.6,15.4,15,1103,L227,400,9119,7230,L067,300,L223,3151,9853
24533,14,15.5,14.75,3163,9723,1203,9123,7001,9500,1103,9113,1516,9002
24534,17.5,13.8,15.65,170,9147,3155,9890,3122,9070,1510,9841,3163,9254
24535,18.3,12.1,15.2,902,9182,1101,9554,3118,9121,1110,9708,904,9081
24536,14.6,13.9,14.25,1308,9853,1105,9099,1000,9205,1103,9086,1507,9554
24537,15.5,12,13.75,1518,L209,1114,9066,903,9209,1518,9121,1502,9790
24538,11.9,18,14.95,1204,9841,3135,9119,3118,9121,3134,9870,1105,9104
24539,18.1,15.8,16.95,3102,9205,7105,9789,1507,9554,1105,L209,3165,9731
24540,19.5,17.4,18.45,3092,9157,1203,L253,602,9119,1308,9026,300,9194
24541,16.5,17,16.75,7065,9500,1503,9381,1000,9785,1105,9125,1506,8413
24542,14.6,16.8,15.7,1107,9139,1502,8399,203,L123,902,9182,1203,9052
24543,15.9,13.1,14.5,1000,9006,903,8036,3163,9123,1518,L221,1105,L209
24544,18.4,16.3,17.35,1105,9125,1518,9089,603,9257,1515,9086,1000,9002
24545,16.6,17.1,16.85,400,9023,502,8067,3102,9242,7020,L068,1000,9243
24546,14.9,16.3,15.6,1108,9813,7230,9861,3242,9112,7065,9500,400,9016
24547,18.3,17.6,17.95,3135,9117,7001,9500,1000,9192,3051,L093,1503,9226
24548,18.3,13.8,16.05,604,9853,7220,9861,3081,9853,1321,9076,1503,9385
24549,14.6,15.3,14.95,501,9119,3032,8409,505,9133,1000,L229,7015,9501
24550,16.7,16.3,16.5,1507,9813,7030,9500,3134,8005,3103,8126,1107,9143
24551,14.5,15.9,15.2,3135,9936,506,9548,1103,9385,903,L167,3103,9457
24552,17.2,16.3,16.75,506,9548,1000,9205,3118,9089,6800,9119,604,L047
24553,18.2,15.7,16.95,3113,9222,3061,L178,3152,9112,3134,9227,1506,9133
24554,15.9,18.4,17.15,1201,9752,400,9707,1503,9226,1104,9081,300,L223
24555,16.8,14.8,15.8,1504,9078,1107,9181,501,8408,3033,9074,903,L167
24556,16.5,16.2,16.35,1506,L288,150,L041,3102,9147,1000,9015,3181,9054
24557,15.7,16.1,15.9,1507,9554,1518,L162,911,9078,3063,9061,300,9194
24558,15.2,13.4,14.3,1515,8377,3135,9119,3061,L015,7002,9500,1506,9252
24559,18.3,15.5,16.9,1105,L209,1105,9125,6800,9147,3051,L093,1202,9196
24560,20,13.1,16.55,7230,8141,7055,9500,1516,9448,1518,9121,1518,L209
24561,16.9,13.8,15.35,1501,9071,3122,L033,7015,9833,7110,9996,1516,8364
24562,18.5,18.2,18.35,1105,L209,7220,L161,1518,L221,507,9026,903,L231
24563,17.5,15.6,16.55,300,9853,902,9023,1107,9006,1502,9790,1510,9162
24564,11.3,14.6,12.95,3045,9254,6800,9119,204,9152,1504,9078,1105,L209
24565,19.3,14.2,16.75,7110,9177,1202,9853,604,L173,1503,9011,1516,8364
24566,15.7,20,17.85,3082,9254,3062,9774,400,9139,300,L209,7210,8149
24567,14,19.4,16.7,7105,9745,501,9011,3043,9125,1104,9081,906,L188
24568,16.3,13.5,14.9,506,9548,1104,9081,3163,9751,3122,L033,6800,9257
24569,16.5,18.4,17.45,3014,L135,1113,9548,1101,9554,1201,9752,1501,G008
24570,17.7,20,18.85,502,8067,1502,L010,3134,9043,1109,9026,140,8031
24571,18.2,16.1,17.15,904,9081,3118,9121,1000,9141,903,9104,602,L090
24572,15.4,15.2,15.3,3152,L124,7080,9500,1103,9385,1000,9785,6800,8014
24573,17.3,15.7,16.5,1506,9182,902,9182,1506,8104,3063,9801,1109,9026
24574,17.6,17.2,17.4,505,9773,1103,8258,1501,9257,7055,9556,901,9554
24575,14,17.3,15.65,3135,9110,1503,9011,3242,9380,1501,9071,1105,L209
24576,19.3,16.5,17.9,1515,9011,1320,9500,1518,L233,1103,8258,3123,9003
24577,14.2,17,15.6,3063,8519,7002,9500,3118,9121,604,9853,604,9026
24578,16.5,15.9,16.2,1509,9847,1502,8399,1506,8104,7210,9549,3012,L194
24579,14.6,18.6,16.6,3063,9152,3061,L015,1518,L209,400,9494,1000,9223
24580,16.4,14.1,15.25,1503,9011,904,9147,505,9006,1518,9123,7020,L067
24581,15.3,18.7,17,1105,9099,602,9015,7002,9500,3041,9752,1506,9204
24582,16.7,16.7,16.7,7075,9500,1204,9554,3117,8015,3081,9853,1518,9121
24583,14.7,16.4,15.55,1502,8399,3134,9053,3138,8398,7105,9789,3131,9563
24584,17.1,12,14.55,602,9818,1105,9104,1519,9104,3022,9010,7001,9500
24585,14.9,16.6,15.75,1502,L010,3241,9152,1103,9146,1517,9210,3138,9045
24586,16.3,19.7,18,3163,9147,6810,L279,400,9025,1510,9841,1105,9099
24587,17.6,14.7,16.15,1518,9123,3135,9117,1507,9554,3153,9629,1000,9223
24588,19.3,13.5,16.4,400,9112,1204,9761,3135,9117,5402,9007,1518,9099
24589,12.3,13.3,12.8,3034,8341,3062,9853,400,9740,1107,9182,501,9113
24590,15.8,19.7,17.75,3145,9763,3134,9053,904,9081,160,8571,1110,9708
24591,16.8,15.8,16.3,1502,8399,503,9147,3138,8015,300,9146,3164,8516
24592,16.5,14.8,15.65,1518,L162,3103,8126,3022,9010,3163,9087,903,9119
24593,12.4,14.6,13.5,400,9240,300,9194,1000,8427,1000,9397,1518,L162
24594,16.8,16.9,16.85,1204,9841,3031,9140,1000,9056,400,9240,7110,9076
24595,19.9,17.9,18.9,1000,9813,1506,L097,1518,9099,1000,9081,1105,9096
24596,12.1,19.6,15.85,1514,8411,400,9015,1101,9554,1518,L209,1502,9072
24597,16.2,14.6,15.4,1105,9540,3131,9563,3102,8015,300,9002,3118,9455
24598,16.9,18.4,17.65,902,9020,1104,9147,150,L041,1103,L227,505,9143
24599,16.2,13,14.6,1502,L010,1516,9023,1202,9204,3135,9110,5402,9070
24600,15.2,14.8,15,1105,9540,6800,9119,7020,L068,3063,9722,501,8408
24601,16.5,16.1,16.3,501,9455,3165,9731,6810,L282,3034,9173,1000,9455
24602,18.9,16.6,17.75,902,9145,903,9099,1110,9847,400,9020,1503,9385
24603,15.4,14.3,14.85,1518,9455,1518,9121,502,9078,507,9026,300,9252
24604,13.4,14.5,13.95,3034,8156,1506,9182,3241,9152,1502,9072,3145,L008
24605,12.8,15.2,14,1000,9243,1504,8358,3062,9054,1000,9081,1501,9257
24606,17.5,18.3,17.9,3134,9870,3043,9125,1518,L239,3051,8397,1518,9099
24607,12.1,20,16.05,1105,9089,906,L188,3135,9110,3331,9645,507,9238
24608,17.3,16,16.65,7105,9789,3118,9121,1000,9381,3138,L030,3012,L140
24609,18.2,14.4,16.3,7065,9500,1204,9379,1000,9205,1518,L221,7210,L067
24610,15.4,15.6,15.5,3153,9993,3063,9061,1103,9011,3012,L194,3083,L209
24611,15.8,13.4,14.6,3083,L209,1103,L227,3142,L179,3152,9119,7105,9924
24612,18.2,14.9,16.55,3101,9853,502,9078,3105,8514,1202,9023,904,9081
24613,15.5,15.5,15.5,1518,L162,7001,9500,7075,9500,7020,9500,3134,9866
24614,13.6,12.2,12.9,1504,8358,6800,L030,501,8408,904,9081,903,9224
24615,17.6,13.5,15.55,300,L217,3063,9061,1508,9791,903,9348,1000,9397
24616,13.5,13.1,13.3,904,9081,1502,8399,1510,9841,3243,L211,7075,9500
24617,16.5,17.3,16.9,1519,9104,1510,9841,602,9015,204,9152,1107,9139
24618,13.7,15.7,14.7,1000,9012,1516,8364,7065,9500,1516,9023,150,L041
24619,19.1,18.6,18.85,300,9081,902,9020,6810,L282,505,9773,150,9238
24620,18.9,16.1,17.5,6810,L276,506,9548,3135,8316,1202,9081,902,9020
24621,17.3,17.3,17.3,7010,9500,1518,9123,501,9125,504,9494,300,9069
24622,12.3,16.2,14.25,7030,9500,3153,9993,501,9089,7045,9504,1518,9121
24623,16.1,18.6,17.35,3131,L246,1518,9125,1516,9019,300,9351,1000,L215
24624,13.5,14.7,14.1,1114,9066,300,9146,3031,9994,1103,9146,1518,L162
24625,13.5,14.1,13.8,3042,9084,3182,9254,902,9020,1307,L208,203,9016
24626,17.1,17.6,17.35,3063,9061,901,9554,7110,9995,170,9081,901,9554
24627,16.7,13.1,14.9,1506,9182,1518,9345,3186,L021,1000,9012,7002,9500
24628,16.6,15.9,16.25,3042,9933,1510,9068,300,9041,1518,9125,1504,9078
24629,15.9,13.8,14.85,501,9455,1516,9448,7005,9500,3123,9003,3092,9128
24630,15.6,15.1,15.35,3117,9889,1507,9554,903,9348,1518,9455,6800,9147
24631,17.2,18,17.6,3101,9797,300,L209,3122,9070,3113,9191,1000,9078
24632,13.7,10.6,12.15,7015,L068,1506,9252,501,9119,7085,9500,3182,9123
24633,13.6,18.7,16.15,1501,9071,1110,9708,300,9081,3091,9005,1504,9078
24634,18,20,19,201,8509,400,9074,3182,9123,3142,L179,1506,8413
24635,16.2,15.2,15.7,3134,9053,1518,9125,3123,9130,1203,9119,3092,9128
24636,14.5,18.3,16.4,903,9455,3063,9722,901,9554,1105,9099,7040,9549
24637,18.7,17.7,18.2,1103,9011,503,9081,300,9119,7105,9789,1515,9087
24638,15.2,14.5,14.85,1503,L096,3011,8005,906,9155,3181,9850,1516,8364
24639,18.2,12.7,15.45,1502,8399,903,9116,1518,9121,903,L167,3122,L033
24640,16.3,16.4,16.35,502,8067,300,9002,400,9740,3242,9644,7110,9995
24641,16.4,13.3,14.85,501,9011,3022,9853,3105,9178,1105,L209,3143,9152
24642,14,16.1,15.05,6800,9098,3032,L181,3153,9205,7002,9500,1518,L162
24643,17.4,15.7,16.55,1105,9125,6800,9119,1507,9554,3023,9119,1503,9113
24644,13.5,15.9,14.7,1518,9121,300,9252,1110,9708,3064,9119,6800,9885
24645,18.7,16.4,17.55,6800,9885,3012,8405,7110,9183,400,9025,502,8067
24646,19.9,15.4,17.65,7045,8149,6800,9257,1510,9841,604,9081,7210,L067
24647,17.6,14.6,16.1,1502,8399,1103,L227,1510,9707,1502,L010,1518,L209
24648,18.9,16,17.45,1506,9204,503,9240,1107,L251,150,9240,3242,9380
24649,17.1,14.8,15.95,7220,9861,7220,L067,300,9012,503,9229,1506,8104
24650,16.3,18.5,17.4,1518,L162,503,9240,6800,9098,1105,L236,300,9252
24651,16.2,15.3,15.75,3034,8156,7002,9500,1518,9099,7065,9500,7035,9500
24652,18.2,12.2,15.2,6800,8366,903,9348,300,9123,203,9210,1000,9119
24653,14.9,18,16.45,1518,9455,1517,A013,1504,8358,1103,L096,3092,9147
24654,17.5,16.9,17.2,1103,9141,903,9455,3043,9910,3081,9853,505,9779
24655,17.2,18.4,17.8,1000,9499,3101,9492,3031,9152,1504,9078,3042,8323
24656,11.5,11,11.25,3105,8514,3102,9991,902,9181,1104,9147,3118,L117
24657,14.7,11.9,13.3,501,9119,3153,9629,3241,9056,1105,L209,1000,9113
24658,14.9,18.6,16.75,300,9147,604,9219,6800,9885,1517,A013,903,L231
24659,15.5,17.8,16.65,150,9238,1518,9089,1103,9086,501,9113,5402,9007
24660,16.9,17.8,17.35,3163,9087,1502,9070,3135,9098,3087,9148,3113,9222
24661,16.3,15.5,15.9,3113,9010,3045,9254,902,9006,1107,L251,1110,9708
24662,16.5,18.1,17.3,3141,L259,1105,L209,1517,9081,1503,L204,3117,9889
24663,18.3,14.4,16.35,1516,8109,3113,8439,1518,L162,5402,9007,3153,9205
24664,15,17.1,16.05,7210,9549,906,9155,1501,9257,1517,9147,3117,9870
24665,17,18.8,17.9,3103,9457,7075,9500,3122,L033,3043,9125,1105,L236
24666,17.5,16,16.75,3051,L093,7035,9504,1202,9005,3113,9010,903,8036
24667,16.3,14.5,15.4,1000,9089,1202,9005,1000,9098,7005,9500,6800,9240
24668,13.5,19.5,16.5,903,9015,3012,9235,170,9254,3102,8015,3131,9879
24669,14.2,16.1,15.15,501,9099,1518,L209,3138,9119,1506,9006,6810,L282
24670,14.3,16.4,15.35,3082,9147,603,9243,1000,L188,1506,9182,506,9548
24671,13.3,18.5,15.9,1506,8104,3103,9457,1504,9078,1000,9019,1107,9006
24672,15.9,16.9,16.4,603,9243,3151,9633,1113,9548,7015,9504,1103,8258
24673,15.6,16.1,15.85,3081,9563,3091,9005,1321,9076,3043,9125,1204,9011
24674,16.2,17.1,16.65,3143,9152,3151,9054,3105,L131,1503,9011,3065,9895
24675,16.9,17,16.95,3135,9123,1506,9181,3082,9148,160,8571,300,9002
24676,18.4,14.6,16.5,506,9548,3135,9098,1503,9146,502,9078,1202,9023
24677,19.4,13.8,16.6,3331,9069,1507,9813,1105,L236,1105,L236,3101,9084
24678,14.1,18.1,16.1,3101,9851,1103,9086,1000,9785,604,9853,3152,L124
24679,12.8,13.3,13.05,602,9015,3117,9476,400,9147,300,9012,1202,9853
24680,18.5,14.5,16.5,1000,9119,1000,9817,1110,9813,1513,L040,1501,9257
24681,17.2,16.2,16.7,505,L109,1000,9078,1203,9119,1503,9385,1502,L010
24682,15.4,15.7,15.55,1506,9006,7220,L161,3117,9147,204,9081,1518,L162
24683,16,15.1,15.55,3031,9140,3064,9105,204,9081,1518,9455,6810,L282
24684,20,15.4,17.7,400,9707,3012,L194,7110,9076,602,8262,3112,9876
24685,15.7,10,12.85,604,9229,3118,9126,1518,L162,150,9240,501,9257
24686,12,15.1,13.55,1204,9554,3162,9473,6800,8366,602,9003,1000,8183
24687,13.9,17.7,15.8,3113,9010,502,9078,1506,9182,1516,8111,1107,9040
24688,18.4,17.6,18,1503,9113,3102,9123,7015,9500,1000,9455,7220,9861
24689,16.9,17.2,17.05,400,9147,1306,L150,1202,9147,903,L231,7015,L068
24690,18.1,15.2,16.65,502,8067,3152,9112,3112,9005,1107,9181,206,9351
24691,15.2,14.7,14.95,501,8408,1518,9257,300,9252,1518,9345,1517,9147
24692,16.1,18,17.05,7045,9890,902,9182,1516,9448,3063,9801,1107,L251
24693,16.1,12.6,14.35,903,8036,7230,L067,602,9016,7015,9504,400,9015
24694,15.9,14.4,15.15,3121,9853,1204,9554,5402,9007,3135,8316,6800,9927
24695,13.2,12,12.6,3113,9222,6800,9189,1504,8358,1103,9086,1109,9219
24696,15.6,13.4,14.5,7005,9500,3103,8525,3112,9876,1114,9066,7020,L068
24697,12.8,14.5,13.65,7230,L067,506,9548,7020,L066,505,9773,1101,9554
24698,18.4,17.7,18.05,1518,9345,903,9116,6800,9119,1105,9104,400,9707
24699,16.4,18.2,17.3,3153,8111,3134,9009,3163,9723,1518,9096,1101,9554
24700,16.7,15.5,16.1,503,9147,1000,9113,1518,9121,1201,9752,3134,9058
24701,16.8,15.7,16.25,1000,9397,1508,9548,1516,8364,7220,L067,204,9081
24702,12.6,17.5,15.05,150,9240,1510,9162,1105,9099,507,9026,903,L167
24703,18.5,12.9,15.7,1000,9785,3012,8016,3138,8398,3142,L179,3331,L071
24704,12.9,14.1,13.5,1511,9219,6810,L282,1514,8411,7085,9500,300,9252
24705,15.2,15.8,15.5,300,9219,1103,L227,903,9089,7105,9789,3103,8525
24706,18.2,16.1,17.15,3032,9112,1109,9026,503,9229,1110,9813,3103,8525
24707,14.4,16.7,15.55,3062,9675,7105,9924,3053,9111,3103,8126,3055,9726
24708,16.2,13.4,14.8,1501,9071,1000,9141,3053,9111,3103,L127,3012,L140
24709,17.6,15.3,16.45,1000,9195,7010,9500,3142,9853,3103,9074,3011,8005
24710,13,17.1,15.05,604,9147,3034,9173,300,9016,3165,9731,1321,9076
24711,20,17.8,18.9,503,9240,6800,9081,903,9096,6800,9240,1518,9455
24712,16.7,15.6,16.15,505,9182,1510,9162,1104,9081,6800,9119,1105,L236
24713,19.5,16.5,18,505,9182,6800,8014,1105,L209,3135,9110,1000,9119
24714,16.1,18,17.05,1107,9006,7003,9500,1102,9257,1000,9499,3151,9853
24715,18.2,14.5,16.35,902,9046,903,L209,1111,9707,1504,8358,3117,9889
24716,16.5,12.4,14.45,903,9089,1000,L188,1000,8183,7220,8152,1517,9210
24717,16.7,16.3,16.5,1519,9912,1000,9181,902,9252,6800,9119,1105,9540
24718,15,16.2,15.6,1516,8109,1502,9754,1000,9785,903,9455,1502,L010
24719,16.3,18.4,17.35,3062,9054,1000,9056,3023,9994,3043,9125,3162,9473
24720,15.1,16,15.55,1000,9205,1000,L215,902,9006,3118,9121,3102,9147
24721,15.6,16.6,16.1,1000,9499,3051,9003,7035,L068,1306,9219,1518,L209
24722,16.4,16.3,16.35,1502,8399,7001,9500,3155,9500,3064,9105,1103,9696
24723,13.7,16.8,15.25,1516,9448,1511,9219,1000,9056,906,8259,1518,9099
24724,12.6,15.3,13.95,1504,8358,3182,9205,3043,L069,300,9113,1109,9026
24725,15.2,17.4,16.3,3134,9053,507,9238,6800,9098,1103,9385,1518,L209
24726,16.2,16.8,16.5,1518,L209,3151,9853,400,9740,3102,9991,7001,9500
24727,16.4,18.9,17.65,501,L285,3141,8419,3103,9243,5402,8399,507,9026
24728,15.5,19.3,17.4,902,9204,300,9002,1107,L251,1510,9068,903,L231
24729,13.5,15.6,14.55,1204,9554,1503,9146,1103,9086,902,9020,1105,L236
24730,13.2,16.8,15,7020,9500,1105,L236,1516,9229,1501,G008,3012,L021
24731,13.9,15.5,14.7,7002,9500,1518,9125,3161,9016,6800,9219,3242,9112
24732,17.4,16.2,16.8,1506,9182,400,9048,3153,9628,904,9081,1105,L209
24733,16.6,16.1,16.35,1113,9548,1103,9086,3153,9993,3062,9675,3182,8517
24734,14.7,17.3,16,7002,9500,3181,9347,3054,L021,1000,9113,3122,L033
24735,14.8,13.8,14.3,6800,8029,203,9015,3081,9023,3118,9121,1506,8458
24736,16.3,14.6,15.45,1103,L227,3034,9173,1105,9540,602,9015,3082,9205
24737,18,20,19,1110,9708,904,9081,3022,9010,1000,L218,3042,8323
24738,18.2,12.7,15.45,3123,9130,3043,9125,3135,9112,1107,L251,604,9147
24739,15.7,14.4,15.05,507,9026,7110,8011,3118,L117,7080,9500,1107,9192
24740,16.5,16.4,16.45,7220,L066,1518,9099,300,L217,1518,L162,7015,9501
24741,18.7,12.1,15.4,1103,L096,3134,9053,7005,9500,7220,9549,3145,L008
24742,17,13.7,15.35,3152,9862,3131,8264,3082,9205,901,9554,3033,9074
24743,16.4,17,16.7,3034,8156,903,9119,501,L209,502,9078,3011,9056
24744,13.5,12.7,13.1,1105,9540,3117,8015,1506,9135,3101,9084,1202,9853
24745,18.4,15.3,16.85,3134,8005,3145,9808,902,9240,7210,L066,1000,L188
24746,18.7,12.8,15.75,903,L231,3013,9504,3182,9119,1000,9785,1511,9219
24747,14.9,15.8,15.35,1308,9081,3131,9878,506,9548,1105,L224,503,9240
24748,17.1,16.3,16.7,602,9818,7230,L067,3121,9853,3065,9147,3163,9123
24749,15.5,12.8,14.15,1110,9708,3135,9119,1510,9162,1000,9499,1506,9252
24750,12.6,14,13.3,3014,L135,3064,9105,400,9015,502,8067,1000,9785
24751,18.6,17.2,17.9,300,9194,1501,G008,400,9740,1103,L227,1203,L253
24752,13.7,14.3,14,7230,L068,1519,9098,7210,L067,3143,9994,6810,L282
24753,19.9,15.6,17.75,6800,9119,3118,9121,3062,8093,3242,9119,3141,9003
24754,16.2,14.5,15.35,3063,9061,1110,9813,507,9026,3182,8296,1504,8358
24755,14.1,11.4,12.75,1505,9494,3031,9759,203,9003,3151,9054,1518,L162
24756,16.3,16.1,16.2,604,8251,1506,9139,3117,9147,3135,9123,7105,9789
24757,16,19.7,17.85,1518,9099,203,9119,3032,8311,3135,9089,3118,9109
24758,17.3,18.1,17.7,1516,9002,1501,9071,505,9143,1516,8102,1507,9554
24759,16.4,15,15.7,1519,9104,1515,9011,1202,9081,3117,9889,1104,9081
24760,13.8,18.8,16.3,1000,9078,3117,8015,3135,9123,1507,9813,3112,L134
24761,14.8,16.2,15.5,7230,9890,3103,9457,300,9351,3135,8316,903,9224
24762,15.1,17.8,16.45,6800,9219,300,9119,300,9146,1201,9752,7002,9500
24763,18.3,16.3,17.3,1000,L147,501,9223,3031,9056,1518,9099,3138,L030
24764,17,17.7,17.35,3102,9123,3034,9173,1501,9071,3101,9851,1518,L162
