Instituição,Curso,Vagas,Colocacoes,Nota_Mínima
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Engenharia Agro-Pecuária,30,14,10.000000
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Agricultura Biológica,22,23,15.000000
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Ciências Florestais e Recursos Naturais,20,20,16.400000
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Tecnologia Alimentar,27,28,15.150000
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Tecnologia e Gestão Ambiental,30,30,15.250000
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Turismo em Espaços Rurais e Naturais,46,32,10.000000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Animação Socioeducativa (regime pós-laboral),21,21,15.600000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Turismo (regime pós-laboral),24,25,15.750000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação Organizacional (regime pós-laboral),25,25,16.299999
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação Social,38,40,15.050000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Turismo,35,38,15.600000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Gerontologia Social,42,42,15.050000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Animação Socioeducativa,38,40,15.900000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação Organizacional,43,44,15.350000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Desporto e Lazer,28,28,15.950000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Língua Gestual Portuguesa,30,30,16.250000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Educação Básica,50,50,15.550000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação e Design Multimédia,38,38,15.350000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Arte e Design,31,31,15.100000
Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Gastronomia,20,20,16.100000
Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Finanças e Contabilidade,30,31,16.049999
Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Secretariado de Direção e Administração,43,43,16.400000
Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Contabilidade e Auditoria,75,78,16.000000
Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Gestão de Empresas,100,97,10.000000
Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Informática de Gestão,41,41,15.950000
Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Contabilidade e Gestão Pública,40,40,16.350000
Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Solicitadoria e Administração,65,70,15.550000
Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Marketing e Negócios Internacionais,53,53,15.150000
Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Comércio e Relações Económicas Internacionais,34,20,10.000000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Civil,20,20,15.950000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia e Gestão Industrial,25,21,10.000000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Eletromecânica,24,24,17.799999
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Informática,140,100,10.000000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Mecânica,60,56,10.000000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Biomédica,35,35,15.550000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Bioengenharia,27,27,15.150000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Informática (Curso Europeu),20,20,15.700000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Informática (regime pós-laboral),20,0,10.000000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Eletrotécnica e de Computadores (regime pós-laboral),18,18,16.450001
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Gestão Sustentável das Cidades,25,23,10.000000
Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Eletrotécnica e de Computadores,41,43,15.450000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Contabilidade e Administração,40,40,15.300000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Engenharia Informática,43,44,15.150000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Gestão,37,37,15.600000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Marketing,35,23,10.000000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Gestão do Território,25,25,14.350000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Gestão de Bioindústrias,10,10,17.200001
Universidade do Algarve - Escola Superior de Educação e Comunicação,Imagem Animada,35,35,15.800000
Universidade do Algarve - Escola Superior de Educação e Comunicação,Ciências da Comunicação,39,39,14.950000
Universidade do Algarve - Escola Superior de Educação e Comunicação,Design de Comunicação,39,39,15.150000
Universidade do Algarve - Escola Superior de Educação e Comunicação,Educação Social,32,32,15.700000
Universidade do Algarve - Escola Superior de Educação e Comunicação,Desporto,40,40,15.250000
Universidade do Algarve - Escola Superior de Educação e Comunicação,Educação Básica,30,31,16.799999
Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Gestão,75,44,10.000000
Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Gestão (regime noturno),23,23,16.500000
Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Gestão Hoteleira,48,50,15.300000
Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Marketing,32,34,16.500000
Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo,Turismo,63,5,10.000000
Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Alimentar,21,10,10.000000
Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Civil,21,22,15.250000
Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Mecânica,21,15,10.000000
Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Eletrotécnica e de Computadores,21,23,13.950000
Universidade do Algarve - Instituto Superior de Engenharia,Engenharia de Sistemas e Tecnologias Informáticas,21,21,15.900000
Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo (Portimão),Gestão,30,19,10.000000
Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo (Portimão),Gestão (regime noturno),20,20,16.250000
Universidade do Algarve - Escola Superior de Gestão  Hotelaria e Turismo (Portimão),Turismo,40,40,15.300000
Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Comunicação Multimédia,55,20,10.000000
Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Animação Sociocultural,25,25,16.400000
Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Desporto,50,53,15.800000
Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Comunicação e Relações Públicas,48,2,10.000000
Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Educação Básica,35,35,14.600000
Instituto Politécnico da Guarda - Escola Superior de Educação  Comunicação e Desporto,Desporto  Condição Física e Saúde,30,30,13.700000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Contabilidade,32,32,14.500000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Design de Equipamento,32,0,10.000000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Engenharia Civil,24,24,15.000000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Engenharia Informática,70,0,10.000000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Engenharia Topográfica,20,20,16.650000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Gestão,55,56,15.100000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Gestão de Recursos Humanos,45,47,15.000000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Marketing,27,15,10.000000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Energia e Ambiente,22,16,10.000000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Mecânica e Informática Industrial,40,13,10.000000
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Ciência de Dados e Inteligência Artificial,35,23,10.000000
Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Gestão Hoteleira,48,21,10.000000
Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Turismo e Lazer,28,6,10.000000
Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Restauração e Catering,28,3,10.000000
Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Gestão do Turismo e da Hospitalidade,40,40,14.250000
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Serviço Social (regime pós-laboral),20,20,14.250000
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Relações Humanas e Comunicação Organizacional (reg. de ensino a distância),20,21,16.299999
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Educação Social,42,42,15.400000
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Serviço Social,40,42,15.000000
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Tradução e Interpretação: Português/Chinês - Chinês/Português,28,29,16.150000
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Relações Humanas e Comunicação Organizacional,40,40,16.200001
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Desporto e Bem-Estar,52,52,15.700000
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Educação Básica,65,66,15.300000
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Comunicação e Media,42,44,14.700000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Solicitadoria (regime pós-laboral),25,25,15.450000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Administração Pública,27,5,10.000000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Civil,20,17,10.000000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia e Gestão Industrial,25,22,10.000000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Eletrotécnica e de Computadores,35,35,16.750000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Informática,102,59,10.000000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica,40,40,17.000000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Gestão,103,103,14.300000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Marketing,46,47,16.299999
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Solicitadoria,66,66,15.300000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Contabilidade e Finanças,45,3,10.000000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia da Energia e do Ambiente,20,21,15.800000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Biomecânica,25,28,15.650000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Automóvel,41,43,14.900000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Informática (regime pós-laboral),30,0,10.000000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica (regime pós-laboral),15,15,15.950000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Gestão (regime pós-laboral),22,22,16.600000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Jogos Digitais e Multimédia,50,0,10.000000
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Eletrotécnica e de Computadores (regime noturno),15,15,16.549999
Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Gráfico e Multimédia (regime pós-laboral),30,30,15.750000
Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design de Produto - Cerâmica e Vidro,24,24,16.600000
Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Artes Plásticas,53,53,14.650000
Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Industrial,28,28,15.350000
Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Teatro,25,26,16.600000
Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Som e Imagem,63,65,15.700000
Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Gráfico e Multimédia,75,22,10.000000
Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Programação e Produção Cultural,23,24,16.049999
Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design de Espaços,27,29,15.200000
Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão de Eventos,25,25,16.299999
Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Biologia Marinha,48,48,14.650000
Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Biotecnologia,25,0,10.000000
Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Engenharia Alimentar,21,22,16.000000
Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão Turística e Hoteleira,53,53,15.350000
Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Marketing Turístico,35,35,15.750000
Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Turismo,50,51,14.600000
Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Animação Turística,25,18,10.000000
Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão da Restauração e Catering,20,20,17.150000
Instituto Politécnico de Lisboa - Escola Superior de Educação,Artes Visuais e Tecnologias,78,56,10.000000
Instituto Politécnico de Lisboa - Escola Superior de Educação,Animação Sociocultural,29,29,16.950001
Instituto Politécnico de Lisboa - Escola Superior de Educação,Educação Básica,81,53,10.000000
Instituto Politécnico de Lisboa - Escola Superior de Educação,Educação Básica (regime pós-laboral),20,20,16.850000
Instituto Politécnico de Lisboa - Escola Superior de Educação,Mediação Artística e Cultural,24,24,16.200001
Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial (regime pós-laboral),30,31,15.550000
Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing (regime pós-laboral),29,31,16.900000
Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Audiovisual e Multimédia,89,90,15.400000
Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Jornalismo,63,64,16.049999
Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing,61,62,15.800000
Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial,62,62,15.350000
Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria (regime pós-laboral),52,52,16.850000
Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade e Administração,118,119,15.750000
Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão,104,108,15.100000
Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria,55,56,15.700000
Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais,56,59,16.400000
Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade e Administração (regime pós-laboral),99,100,14.500000
Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais (regime pós-laboral),47,47,16.549999
Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão (regime pós-laboral),85,88,15.000000
Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Comércio e Negócios Internacionais (regime pós-laboral),52,52,15.050000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Civil,45,46,15.150000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrónica e Telecomunicações e de Computadores,83,71,10.000000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrotécnica,88,88,16.150000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e de Computadores,120,120,15.500000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Mecânica,104,91,10.000000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Química e Biológica,36,37,15.450000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Biomédica,26,26,16.750000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e Multimédia,81,63,10.000000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Tecnologias e Gestão Municipal,26,26,15.600000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Matemática Aplicada à Tecnologia e à Empresa,29,29,16.100000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática  Redes e Telecomunicações,30,23,10.000000
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Física Aplicada,40,6,10.000000
Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Serviço Social (regime pós-laboral),20,20,15.600000
Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Educação Social,25,26,16.350000
Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Serviço Social,35,35,13.500000
Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Turismo,28,28,16.200001
Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Jornalismo e Comunicação,35,14,10.000000
Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Educação Básica,25,26,15.450000
Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Design de Comunicação,26,26,13.200000
Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Engenharia Informática,40,40,15.100000
Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Gestão,45,49,14.600000
Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Administração de Publicidade e Marketing,30,5,10.000000
Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Gestão (regime pós-laboral),28,0,10.000000
Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Tecnologias de Produção de Biocombustíveis,25,25,15.900000
Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Design de Animação e Multimédia,32,5,10.000000
Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,Agronomia,37,37,15.650000
Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,Enfermagem Veterinária,38,8,10.000000
Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,Equinicultura,22,22,16.850000
Instituto Politécnico do Porto - Escola Superior de Educação,Línguas e Culturas Estrangeiras,54,56,15.000000
Instituto Politécnico do Porto - Escola Superior de Educação,Artes Visuais e Tecnologias Artísticas,28,28,16.500000
Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social,48,48,14.800000
Instituto Politécnico do Porto - Escola Superior de Educação,Desporto,25,26,15.400000
Instituto Politécnico do Porto - Escola Superior de Educação,Tradução e Interpretação em Língua Gestual Portuguesa,23,23,16.350000
Instituto Politécnico do Porto - Escola Superior de Educação,Educação Básica,47,45,10.000000
Instituto Politécnico do Porto - Escola Superior de Educação,Educação Musical,22,22,16.150000
Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social (regime pós-laboral),36,36,14.450000
Instituto Politécnico do Porto - Escola Superior de Educação,Gestão do Património Cultural,25,25,13.600000
Instituto Politécnico do Porto - Escola Superior de Educação,Gestão do Património Cultural (regime pós-laboral),20,0,10.000000
Instituto Politécnico do Porto - Escola Superior de Educação,Tecnologias para a Educação STEAM,25,25,16.350000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing (regime pós-laboral),28,28,16.950001
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução,52,52,14.850000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Ciências e Tecnologias da Documentação e Informação,25,27,16.799999
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial,45,47,17.350000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração,215,217,14.500000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing,90,91,15.000000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Recursos Humanos,45,45,15.600000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional,35,35,15.050000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução (regime pós-laboral),26,26,15.550000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional (regime pós-laboral),25,25,15.300000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial (regime pós-laboral),24,24,16.650000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração (regime pós-laboral),51,52,14.350000
Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Criatividade e Inovação Empresarial,31,33,16.150000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia de Sistemas,40,42,15.650000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Civil,51,52,14.650000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia de Telecomunicações e Informática,40,40,15.550000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia e Gestão Industrial,36,38,15.750000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,50,51,16.450001
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica e de Computadores,171,30,10.000000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Geotécnica e Geoambiente,21,21,17.950001
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Informática,200,207,15.100000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica,120,122,14.650000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Química,53,53,16.000000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Biomédica,50,52,15.600000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica Automóvel,42,45,15.200000
Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Biorrecursos,28,29,15.050000
Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Solicitadoria (regime pós-laboral),21,22,15.850000
Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Ciências Empresariais (regime pós-laboral),26,26,15.100000
Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Sistemas de Informação para Gestão,20,22,15.900000
Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Segurança Informática em Redes de Computadores,20,21,16.950001
Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Ciências Empresariais,42,43,16.100000
Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Engenharia Informática,60,62,15.350000
Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Solicitadoria,40,41,15.100000
Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Gestão Industrial e Logística,20,20,16.299999
Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Segurança do Trabalho e Ambiente,20,20,16.299999
Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão das Atividades Turísticas (regime pós-laboral),30,32,16.250000
Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão e Administração Hoteleira,45,45,15.050000
Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão das Atividades Turísticas,33,36,15.900000
Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão da Restauração e Catering,33,0,10.000000
Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Agronomia (regime pós-laboral),18,18,15.650000
Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Agronomia,58,58,14.700000
Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Zootecnia,37,28,10.000000
Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Qualidade Alimentar e Nutrição Humana,27,27,14.800000
Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Biologia e Biotecnologia Alimentar,20,20,16.549999
Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Social,43,43,14.650000
Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Básica,45,31,10.000000
Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Ambiental e Turismo de Natureza,30,30,13.400000
Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Produção Multimédia em Educação,27,27,16.850000
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão de Empresas,90,90,14.950000
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão de Marketing,55,55,13.800000
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Informática,66,66,14.200000
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Contabilidade e Fiscalidade,45,46,15.500000
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Negócios Internacionais,45,26,10.000000
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão de Empresas (regime pós-laboral),36,32,10.000000
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Desporto de Natureza e Turismo Ativo,22,22,15.700000
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Gestão das Organizações Desportivas,23,24,17.150000
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Treino Desportivo,106,50,10.000000
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Atividade Física e Estilos de Vida Saudáveis,20,22,16.650000
