ID Candidato,PI,12,Nota Candidatura,Curso 1,,Curso 2,,Curso 3,,Curso 4,,Curso 5,
22505,14.6,17.8,16.2,1506,L097,400,9075,3152,L069,,,,
22506,18.9,16.7,17.8,1518,9125,6810,L279,,,,,,
22507,13.9,17.3,15.6,3182,9491,1518,L221,501,9448,503,9081,1518,9123
22508,18.6,13.5,16.05,3141,9003,903,L231,3145,9763,,,,
22509,14.7,16.2,15.45,7015,L068,400,8184,3121,9084,1202,9853,,
22510,18.8,14.7,16.75,3154,L100,3022,9010,3139,8442,,,,
22511,14.3,17.4,15.85,1103,9146,3062,9254,7055,9556,3135,9117,1000,9119
22512,18.2,16.1,17.15,1503,9011,3113,9222,203,9003,,,,
22513,17.1,16.3,16.7,903,8036,3163,9123,3112,9005,,,,
22514,16.1,15.8,15.95,1517,9081,1105,L209,3083,L209,,,,
22515,18.7,18.4,18.55,1306,9196,6800,9448,,,,,,
22516,14.9,12.7,13.8,1204,9554,203,9011,501,9455,,,,
22517,18.1,15,16.55,1104,9081,1518,L221,1107,9139,,,,
22518,16.2,14.1,15.15,3131,8002,1510,9841,,,,,,
22519,17.2,16.2,16.7,503,9229,1503,L214,503,9081,3013,9500,605,L256
22520,14.3,17.1,15.7,3032,L181,7045,9890,3014,L135,1516,9240,,
22521,20,17.7,18.85,1518,L239,903,9123,,,,,,
22522,16.3,15.3,15.8,502,8067,3134,9867,3062,9774,,,,
22523,20,16,18,1516,9023,501,9113,400,9707,1507,9813,,
22524,13.9,12.8,13.35,3162,9853,400,9075,,,,,,
22525,16,12.6,14.3,3101,L099,3117,8015,1503,9146,503,9147,,
22526,17.7,17.3,17.5,1321,9076,3101,9797,7045,8138,,,,
22527,15.8,14.1,14.95,400,8184,1103,L096,7230,8143,602,9104,300,9002
22528,17.9,15.2,16.55,506,9548,1503,L096,3135,9455,6800,8014,,
22529,16.5,14.4,15.45,506,9548,3031,9152,,,,,,
22530,15.3,12.7,14,1202,9803,203,9016,,,,,,
22531,18.1,13.6,15.85,906,L188,507,9219,300,L209,1308,9853,6800,8014
22532,19,13.6,16.3,3105,9207,203,9011,1518,9345,,,,
22533,18.6,17.2,17.9,3055,L158,170,9081,1502,9072,3145,L034,1507,9554
22534,14.3,18.2,16.25,501,8408,300,9119,300,L217,1105,9104,,
22535,17,15.8,16.4,1204,9554,1105,9540,1516,9023,,,,
22536,15.5,20,17.75,1503,9011,1000,9785,1506,9139,3054,9147,,
22537,17.1,14.9,16,7230,L068,502,8067,3105,9013,,,,
22538,17.7,15.9,16.8,3102,9112,3045,9188,501,9119,,,,
22539,13.7,17.5,15.6,1516,9157,3041,L029,1105,9104,,,,
22540,20,13.4,16.7,3064,9770,400,9351,602,9104,,,,
22541,17.8,17.4,17.6,1502,8399,902,9020,502,8067,1501,9071,,
22542,16.2,17.6,16.9,903,L231,1506,9133,1000,9123,1508,9791,,
22543,14.8,15.5,15.15,3152,9862,300,9212,604,9219,,,,
22544,16.6,14.4,15.5,1000,9019,505,9182,1105,L209,604,9026,3032,8409
22545,17.6,11.3,14.45,3113,8438,501,9123,300,9194,3062,9853,,
22546,14.6,15.3,14.95,904,9081,1105,9104,902,9139,7030,9500,7055,9556
22547,18.4,14.8,16.6,7080,9500,3118,9455,3117,9058,,,,
22548,11.3,15,13.15,1000,9195,3082,9147,7040,L101,1103,8258,400,9020
22549,16.8,15.7,16.25,505,9006,3181,9347,1309,9011,3102,9112,,
22550,16,18.4,17.2,3163,9087,1104,9147,1109,9219,1503,9146,1105,9104
22551,12,17.3,14.65,300,9252,3101,9492,1518,L209,603,9257,,
22552,12.3,14.7,13.5,1309,9011,3054,L021,1107,L251,7010,9500,,
22553,17.3,17.4,17.35,3154,L100,7220,L068,203,9011,3031,9056,,
22554,16,13.3,14.65,1519,9121,901,9554,1507,9554,,,,
22555,13.1,14.3,13.7,903,9224,3151,9633,3021,L157,7110,9995,6810,L282
22556,16.1,17.6,16.85,3138,9242,1510,9841,400,9147,3152,L069,,
22557,16,13,14.5,901,9554,3152,9112,3161,9016,3113,8439,,
22558,12.8,17.2,15,3154,9090,7001,9500,,,,,,
22559,14.2,16.3,15.25,1308,9853,400,9205,7210,9504,,,,
22560,13.4,12.4,12.9,502,9078,604,9219,3052,9485,,,,
22561,14.4,17.4,15.9,3151,9853,3117,9889,3054,9147,300,9146,,
22562,16.5,16,16.25,1511,9219,3112,9853,602,9210,,,,
22563,15.8,13.1,14.45,3181,9084,3181,9853,1503,9113,400,9048,1518,L162
22564,14.8,18.4,16.6,1109,9026,1107,9197,3117,9889,,,,
22565,16.4,10.6,13.5,1502,9790,3117,8015,3131,9084,1502,8399,,
22566,19.3,16.9,18.1,1203,L193,7020,L068,7002,9500,6800,9189,3142,L179
22567,14.7,15.8,15.25,502,8067,1107,9181,,,,,,
22568,18.1,14.5,16.3,3103,8525,903,L231,,,,,,
22569,14.2,15.8,15,505,9132,1105,L209,1104,9081,,,,
22570,14.2,14.4,14.3,300,9099,300,9069,1202,9005,903,9119,,
22571,15,17.7,16.35,502,9078,3062,8114,1506,9133,1506,L097,,
22572,16.8,20,18.4,903,9096,6810,L281,1103,9696,7110,9177,,
22573,19.4,13.3,16.35,3131,9879,7230,9504,400,9835,1107,9182,,
22574,16.4,14.8,15.6,1503,9113,3102,L266,7045,8149,1321,9076,501,9011
22575,12.9,12.7,12.8,1505,9494,7220,L067,603,9069,,,,
22576,18.6,16.4,17.5,1502,9072,1103,9385,7220,L068,,,,
22577,18.8,15.9,17.35,3182,9123,903,9116,3143,9498,501,9455,,
22578,17.3,14.5,15.9,1204,9761,3141,9003,6800,9885,,,,
22579,14,15.6,14.8,3112,8307,903,9116,203,9119,,,,
22580,16.6,16.7,16.65,3143,9152,3101,9851,300,9455,1114,9066,,
22581,13.7,16.8,15.25,300,9002,506,9548,3123,9130,1000,9081,,
22582,19.8,16.2,18,6810,L282,1516,9023,3134,L070,400,L258,,
22583,13.8,16.8,15.3,3153,9205,604,L173,501,9099,1000,9209,,
22584,17.8,13.2,15.5,1516,9019,3141,L080,150,9238,902,9145,,
22585,17.1,18.1,17.6,1508,9556,400,9205,1204,9554,3122,L033,1517,9147
22586,14.3,14.6,14.45,1518,L162,7055,9556,3041,9752,501,9146,3062,9774
22587,19.7,15.7,17.7,1503,9119,1516,9240,1103,L096,7220,L161,3155,9504
22588,18.1,19.2,18.65,3118,L052,3118,L052,1103,9113,,,,
22589,16.5,15.6,16.05,506,9548,3162,9853,3118,9121,1503,9146,,
22590,15.3,16.3,15.8,6810,L280,300,L254,903,9224,300,9146,501,9119
22591,16.4,20,18.2,3034,9173,3135,8316,3102,9119,,,,
22592,16.9,20,18.45,3062,9853,7040,9500,1105,9104,1506,L097,,
22593,16.7,16.9,16.8,1516,9019,1307,9107,1000,9019,6810,L280,,
22594,16.7,14.8,15.75,3102,9119,3242,9644,1000,8184,,,,
22595,15.8,16.9,16.35,1503,L204,6800,9019,,,,,,
22596,18.2,18.1,18.15,1508,9548,1000,8184,506,9548,,,,
22597,16.9,17.3,17.1,1109,9026,3105,L131,1506,8104,3102,9112,,
22598,17.1,14.9,16,1518,L162,901,9554,,,,,,
22599,17.6,14.1,15.85,1202,9005,1114,9066,400,9112,,,,
22600,16.3,16.9,16.6,7210,L066,503,9229,3163,9148,,,,
22601,13.4,18.9,16.15,604,9240,902,9145,,,,,,
22602,18.8,15.1,16.95,1506,L288,1105,9123,6800,9927,,,,
22603,17.1,14.6,15.85,300,L209,400,9240,3062,L095,,,,
22604,19.1,15.4,17.25,7002,9500,6800,9119,7035,L068,,,,
22605,14.4,17.6,16,3142,L179,201,9817,3013,9500,,,,
22606,17.4,14.3,15.85,1110,9813,505,L109,3135,9117,1503,L204,904,9081
22607,13.9,19.1,16.5,1308,9853,1503,9113,903,L231,3134,8005,,
22608,14,15.3,14.65,3112,9005,1518,L209,1501,9069,,,,
22609,16,16.4,16.2,503,9240,1114,9066,6800,L030,7001,9500,1518,9099
22610,14.3,14.7,14.5,400,9740,1105,L236,1110,9813,300,9113,,
22611,14.1,13.8,13.95,1516,9448,6800,8014,3042,8323,1519,9098,,
22612,16.5,13.3,14.9,902,9204,1504,8358,1513,L040,,,,
22613,13.9,12.1,13,1507,9554,3145,9763,400,9025,,,,
22614,13.1,15.9,14.5,903,9116,3043,9125,1103,8258,7065,9500,,
22615,19.6,15.4,17.5,903,L167,902,9252,6810,L281,,,,
22616,13.4,17.4,15.4,1518,9099,902,8109,1106,9494,,,,
22617,18.6,11.4,15,1105,L209,400,9048,501,L192,,,,
22618,15.7,18.4,17.05,1203,9113,502,8067,502,9078,7065,9500,,
22619,18.6,17.2,17.9,1504,8358,3062,L095,3014,L135,,,,
22620,14.3,17.4,15.85,7080,9500,1000,9146,3082,9148,902,9145,,
22621,17.5,17.5,17.5,1203,9113,1519,9121,7035,L066,901,9554,3102,9123
22622,15.2,14.3,14.75,1518,L162,1517,9147,1501,9069,1204,9554,,
22623,15.5,16.4,15.95,3011,8005,1103,L227,201,9219,1516,8102,,
22624,15.3,18.5,16.9,3113,9010,501,9011,1506,9006,,,,
22625,18.2,15.4,16.8,1504,8358,903,9015,3103,9457,7230,L067,3013,9890
22626,16,16.2,16.1,1201,9752,904,9081,3062,9774,1000,9499,,
22627,17.9,17.3,17.6,1000,8494,1101,9554,3186,9238,1105,L209,,
22628,20,16.3,18.15,1103,8258,1105,9099,1306,9219,,,,
22629,15,15.6,15.3,501,9257,300,9099,1308,9147,,,,
22630,13.2,14.9,14.05,7230,L068,3117,9889,501,9113,300,L254,3034,8341
22631,16.1,17.5,16.8,602,9012,506,9548,502,8067,,,,
22632,14.2,19.1,16.65,1000,L112,3118,9123,1107,9006,,,,
22633,16,14.3,15.15,203,9011,1202,9803,3034,8341,505,9779,,
22634,13.7,18.6,16.15,3145,L034,300,9069,300,9194,3117,9058,,
22635,17.7,19.6,18.65,7230,L068,3043,9125,7110,8011,,,,
22636,16.1,16.3,16.2,1501,9071,3113,8439,,,,,,
22637,14.3,17.4,15.85,1204,9554,3023,9242,1517,9081,503,9081,,
22638,17.4,14.4,15.9,902,9139,203,9016,,,,,,
22639,12.4,13.9,13.15,3105,9013,3135,9119,1105,9125,,,,
22640,14.4,18.5,16.45,1114,9066,3031,9140,7220,9861,3103,8525,,
22641,16.3,14.8,15.55,903,L209,1000,9192,,,,,,
22642,13.8,18.2,16,1101,9554,1502,8399,3143,9156,,,,
22643,18.5,15.9,17.2,3123,9130,1114,9066,1000,9229,1107,9181,,
22644,17.6,14.6,16.1,3162,9853,300,L202,3103,9457,3135,9123,,
22645,15.4,20,17.7,3113,8438,1107,L251,1514,9143,,,,
22646,15,14.9,14.95,3102,9123,505,9132,,,,,,
22647,14.4,14.7,14.55,1000,L147,1109,9026,1104,9081,1518,9099,,
22648,12.8,16.2,14.5,1105,9099,1000,9379,503,9240,3105,8514,,
22649,19,16.8,17.9,1201,9752,3023,8437,1503,9209,1502,9790,6800,9147
22650,13.3,14.3,13.8,1309,8083,1518,L162,,,,,,
22651,15.8,17.9,16.85,1516,9448,3045,9213,1308,9147,,,,
22652,16.5,14.7,15.6,603,9069,3181,9054,3063,L056,,,,
22653,15.7,16.5,16.1,1000,L188,1518,9121,1203,9113,,,,
22654,15,18.3,16.65,3151,9054,6810,L282,3101,9851,1203,9123,,
22655,20,15.4,17.7,1516,8364,7230,L066,1518,9121,7001,9500,3101,9238
22656,16.8,18.7,17.75,1203,L253,3153,9993,203,9016,502,8067,1105,L209
22657,15.1,15.7,15.4,1510,9068,1103,L096,3117,9242,3135,9119,,
22658,15,15.7,15.35,1000,9813,300,9212,,,,,,
22659,16.4,18,17.2,3135,9089,1104,9081,1507,9554,1105,9540,,
22660,15,17.9,16.45,3063,9186,3102,9119,1107,9040,3143,9185,400,9048
22661,16.3,16.8,16.55,3131,L246,903,9119,,,,,,
22662,16,15,15.5,5402,9070,3064,9105,,,,,,
22663,18.7,17.4,18.05,602,9818,506,9548,400,9104,,,,
22664,20,17.2,18.6,505,9143,6810,L282,3043,9125,903,9224,,
22665,16.1,19.9,18,7055,9556,1506,9139,1506,9182,,,,
22666,17.3,16.2,16.75,1105,9540,1515,8377,903,9224,3121,9853,,
22667,16.7,13.1,14.9,6800,9157,3043,9125,7110,8011,7230,L067,,
22668,20,15.5,17.75,3113,8439,300,L209,602,9818,,,,
22669,15,13.8,14.4,3065,L146,400,9020,,,,,,
22670,12,18.7,15.35,604,9026,902,9040,400,9119,903,L231,,
22671,18.8,19,18.9,505,L109,1111,9707,507,9026,,,,
22672,17.4,16.4,16.9,7035,L068,3182,8296,1320,9500,1105,9123,1517,A013
22673,18,16.2,17.1,3013,9890,1110,9708,3117,9889,,,,
22674,14.5,15.2,14.85,300,9099,7093,9500,1105,9123,505,9006,,
22675,15.2,18.2,16.7,1506,9182,400,9257,7015,9500,1506,8104,,
22676,15.7,17.3,16.5,6800,9081,1104,9081,1504,8358,,,,
22677,16.8,14.3,15.55,3131,L246,1201,9752,1519,9098,150,L041,,
22678,17.4,15.6,16.5,201,9817,300,9351,3054,L021,,,,
22679,17.4,17.7,17.55,1107,9006,505,9139,3131,8002,,,,
22680,16.5,16.1,16.3,6810,L282,1000,9785,,,,,,
22681,19.2,15.1,17.15,902,9204,1105,9104,1202,9219,,,,
22682,17.2,14,15.6,1202,9147,3064,9089,504,9819,604,9026,1202,9147
22683,17.9,15.2,16.55,3043,9125,3101,9853,3045,8309,,,,
22684,16,15.3,15.65,1306,9817,1510,9841,1107,9006,1000,L112,,
22685,20,11.7,15.85,1510,9707,3135,9110,203,9011,1517,9210,,
22686,15,17.8,16.4,3083,L269,1105,9099,1506,9182,1506,9182,,
22687,17.4,18,17.7,1107,L251,3152,9112,903,9116,,,,
22688,17.7,15.1,16.4,300,9853,300,9196,,,,,,
22689,15.3,17.2,16.25,3032,8417,3051,L093,7110,9875,903,9224,300,9011
22690,19.4,17.4,18.4,3064,9105,3092,9147,1000,9146,,,,
22691,14.4,16.2,15.3,7230,L066,7020,L066,,,,,,
22692,15.6,15.3,15.45,3091,9005,1000,8184,1502,9072,1105,L209,,
22693,16.6,18.9,17.75,904,9147,1518,9121,1000,L188,903,9116,1518,L162
22694,11,16.3,13.65,3135,9455,1105,9104,1000,9209,3138,9045,3152,9862
22695,16.5,17.4,16.95,1505,9494,903,9119,,,,,,
22696,11.6,14.8,13.2,6810,L274,3062,9054,7055,9500,7040,9549,,
22697,13.5,14.5,14,1000,9381,501,8408,503,9240,1107,9181,6800,9119
22698,16.1,16.1,16.1,1518,9455,300,9194,1105,L209,,,,
22699,15.7,10,12.85,1000,9917,3141,9003,903,9116,1000,9139,7220,L066
22700,14.9,16.8,15.85,903,9099,1202,9005,,,,,,
22701,18.4,15.8,17.1,1519,9104,3113,9222,1501,9071,1516,9229,,
22702,13.1,16.6,14.85,1501,9257,1105,L236,3135,9119,,,,
22703,12.4,12.4,12.4,502,9078,1506,9006,1506,9204,3135,8316,,
22704,14.4,16,15.2,3131,9878,7210,L066,1510,9162,,,,
22705,15.8,15.9,15.85,7035,8149,3182,9109,1519,9098,3065,9119,1107,9694
22706,18.3,16.8,17.55,1000,9081,1501,9069,603,9069,906,9155,,
22707,14.7,13.9,14.3,3143,9498,1202,9147,1502,L010,3163,9148,,
22708,17.8,17.4,17.6,1202,9853,1103,9146,501,9455,1103,8258,,
22709,20,16,18,3082,9147,400,9740,602,9818,,,,
22710,13.7,15.9,14.8,6800,9119,3112,9005,6800,9156,6800,9189,,
22711,14.7,16.8,15.75,1518,9474,400,9147,6800,8014,503,9240,,
22712,19.1,13.9,16.5,3134,9058,505,9133,903,L231,502,8067,,
22713,15.9,14.4,15.15,1103,9011,3103,9243,300,9113,,,,
22714,16.8,14.9,15.85,3053,9111,1503,9381,1502,8399,7020,L067,,
22715,16.8,14,15.4,1103,9086,3135,9119,,,,,,
22716,15.2,10,12.6,3011,8005,3052,9485,604,9081,1101,9554,1105,L209
22717,14.1,16,15.05,203,9003,1000,9195,,,,,,
22718,14.3,18.4,16.35,506,9548,3141,L003,1503,9113,,,,
22719,16,18.6,17.3,6800,8014,1202,9204,7110,9217,,,,
22720,16.8,14.5,15.65,7080,9500,3134,8005,1105,L236,,,,
22721,16.6,15.9,16.25,400,9707,1000,L229,902,9240,,,,
22722,17.5,15.8,16.65,506,9548,903,9015,,,,,,
22723,13.8,12.3,13.05,3123,9130,1203,L253,1506,L288,,,,
22724,14.8,16.8,15.8,3011,8005,1104,9081,7045,8149,1518,L162,,
22725,17.7,17.3,17.5,902,9204,1516,8364,3064,9105,602,L090,602,9751
22726,17.8,14.8,16.3,1508,9556,7015,L068,3102,9690,,,,
22727,19.9,16.6,18.25,1000,9146,3242,9644,505,9694,6800,9098,,
22728,13.2,13.2,13.2,5402,9070,1503,9113,903,9089,400,9025,,
22729,16.9,15.9,16.4,1000,9078,3013,9890,1110,9813,3182,9152,,
22730,14.4,13.7,14.05,3012,L194,3102,9991,3145,9763,400,9494,1105,9099
22731,18.3,13.2,15.75,1519,9098,300,L209,1518,L162,,,,
22732,16.2,12.8,14.5,1105,L236,3117,9870,1506,8413,,,,
22733,13.5,16.1,14.8,1105,9540,3082,9205,7230,L068,,,,
22734,16.2,16,16.1,1107,9143,1000,9397,7110,9217,,,,
22735,14.9,12.1,13.5,3034,8156,3102,9242,902,9145,1517,A006,1502,8399
22736,19.5,15.6,17.55,1000,L218,3241,9640,1204,9707,3051,L093,,
22737,17.2,15.5,16.35,7015,9500,7002,9500,3054,L021,3054,L021,,
22738,18.9,15.5,17.2,1000,9209,902,9020,1000,9192,,,,
22739,16.3,13.9,15.1,1000,9127,903,L167,903,9116,7230,L066,,
22740,18.2,17.5,17.85,3118,9126,502,8067,1105,L209,,,,
22741,14.4,17.8,16.1,1507,9554,1000,9455,7005,9500,,,,
22742,13.8,16,14.9,3117,9889,6810,L282,502,8067,1107,9143,,
22743,16.4,15.7,16.05,400,9075,1203,9113,1504,8358,503,9147,3131,9084
22744,16.8,17.6,17.2,1000,9192,3023,9242,,,,,,
22745,14.8,16.1,15.45,6800,8109,1101,9554,3152,L069,203,9016,3181,9930
22746,18.5,12.6,15.55,1105,L209,3065,L146,1000,9205,,,,
22747,15.6,13.8,14.7,7002,9500,508,9707,3186,9179,3102,9112,201,9204
22748,15.7,16.6,16.15,3118,9109,1103,9011,,,,,,
22749,18.2,17.1,17.65,1503,9011,1201,L237,,,,,,
22750,14.5,14.2,14.35,3033,9873,3131,9084,502,9078,204,9081,,
22751,15.6,18.4,17,7020,L068,1204,9379,1000,9379,7002,9500,,
22752,13.2,14.5,13.85,7110,9177,1504,8358,1504,8358,,,,
22753,12.6,18.2,15.4,3155,9500,1516,9002,3143,9785,3023,9242,,
22754,18.3,16.2,17.25,1105,9096,3153,9629,1103,9086,3113,8439,,
22755,15.3,15.1,15.2,1105,L236,3164,8516,1503,L214,,,,
22756,16.4,13.3,14.85,400,9707,5402,9070,1518,9123,3117,9889,603,9069
22757,14.1,14.9,14.5,1000,9002,7065,9500,,,,,,
22758,13.2,17.8,15.5,6800,9019,1000,9078,6800,9098,170,9147,501,9125
22759,15.5,13.2,14.35,604,9240,1105,9099,,,,,,
22760,13.4,15.3,14.35,502,9078,1503,L214,1103,L227,3152,9862,,
22761,18,15.2,16.6,501,9099,903,9119,3062,9675,,,,
22762,14.5,14.7,14.6,3134,8005,1502,8399,7015,9500,1503,L214,,
22763,17.6,17.5,17.55,3117,8015,1501,9257,3054,9147,3065,9895,,
22764,17.1,16.7,16.9,3052,9485,3131,8264,7002,9500,,,,
22765,17.9,12.5,15.2,501,9119,160,9011,1000,L188,,,,
22766,16.1,18.1,17.1,906,8259,1308,9081,3153,9629,,,,
22767,18.3,17.1,17.7,400,9740,1518,9123,3134,9053,3131,9879,,
22768,19,14.3,16.65,501,8408,1518,9123,1105,9089,,,,
22769,17.3,14.4,15.85,1000,9688,3117,9889,3182,9254,,,,
22770,15.6,13.4,14.5,1000,9813,1107,9182,1107,9694,,,,
22771,18.8,13.5,16.15,906,9155,3045,9254,,,,,,
22772,16.7,14.9,15.8,1516,9240,1506,9139,3102,9104,3013,9500,904,9081
22773,15.2,19.4,17.3,1101,9554,3043,9112,903,9104,6810,L282,,
22774,14.6,13.3,13.95,203,9011,1108,9813,3063,8519,1308,9081,,
22775,16.6,13.2,14.9,3134,9205,1101,9554,,,,,,
22776,15.9,15,15.45,1504,8358,300,9125,,,,,,
22777,20,14.3,17.15,3113,9222,1000,9257,,,,,,
22778,15.7,13.7,14.7,7055,9556,203,9011,,,,,,
22779,17.9,16.6,17.25,903,8036,3162,9473,,,,,,
22780,15.4,13.9,14.65,1506,9914,3242,9380,604,9254,,,,
22781,12.4,11.9,12.15,7005,9500,3054,9254,3064,9105,3134,9009,,
22782,16,15.4,15.7,507,9238,3113,8439,,,,,,
22783,14.1,18.7,16.4,201,8509,3117,9889,206,9351,3055,L158,,
22784,15.6,13.6,14.6,3045,9213,3118,9109,3118,9123,,,,
22785,15.2,12.4,13.8,1000,9146,1518,9099,1000,9146,3142,L179,3182,8517
22786,16,16.2,16.1,1110,9708,7085,9500,,,,,,
22787,15.6,17.9,16.75,903,9099,903,9116,1502,9904,1517,9210,1506,8104
22788,14.8,12.7,13.75,203,9015,3131,8264,604,9147,1000,9123,1204,9554
22789,20,20,20,1201,9086,3152,9112,3055,L158,400,9351,,
22790,12.4,13.8,13.1,3083,L269,3153,9630,1000,9098,1203,9113,,
22791,14,14.9,14.45,902,9204,1000,9019,1502,8399,,,,
22792,13.5,13.7,13.6,1105,L236,7092,9500,604,9026,,,,
22793,17.4,19.9,18.65,400,9112,1518,L209,7230,8141,,,,
22794,15.9,17,16.45,1107,9197,505,9006,6800,9189,3153,9993,,
22795,15.1,18.2,16.65,903,9348,400,9351,,,,,,
22796,15.8,16.5,16.15,3031,L140,1204,9761,1516,9238,7105,9789,,
22797,16.1,14.4,15.25,1501,9071,3042,8323,7015,9549,901,9554,300,9212
22798,16.8,15.1,15.95,3021,L157,506,9548,1202,9147,3012,9235,,
22799,14.9,18.4,16.65,300,9041,1107,9204,3242,9380,7001,9500,1517,A006
22800,14.6,16.8,15.7,1510,9162,7210,L068,,,,,,
22801,17.1,16.6,16.85,1000,9078,3145,L008,1202,9853,3063,9722,602,9003
22802,13.8,14.1,13.95,7035,L068,1101,9554,7002,9500,1519,9098,,
22803,16.4,20,18.2,1504,9078,503,9229,1110,9847,3135,9117,3081,8337
22804,14.7,16.3,15.5,6800,9189,7015,9833,1103,9011,1105,L236,,
22805,14,16.3,15.15,3043,9125,3064,9105,3135,9117,,,,
22806,17.3,14.3,15.8,505,9773,400,9048,1000,9817,,,,
22807,16.5,18.7,17.6,3081,9563,1503,9113,203,9003,,,,
22808,17.5,20,18.75,3134,8005,505,L109,3062,8342,7080,9500,,
22809,17.4,13.2,15.3,902,9182,3153,9157,3145,9763,1519,9121,3113,8439
22810,18.3,19.9,19.1,1510,9162,1000,8183,3063,9152,3118,L052,,
22811,17.8,16.6,17.2,7230,8143,150,9219,400,9025,3153,9205,,
22812,12.8,18.5,15.65,3134,9205,5402,8399,602,9760,1202,9853,,
22813,16.3,18,17.15,6810,L281,1502,9790,400,9048,1515,9087,,
22814,14.5,13.6,14.05,1501,9071,1104,9081,,,,,,
22815,16.7,19.8,18.25,1517,9147,1113,9548,,,,,,
22816,16.8,12.1,14.45,1000,9104,203,9013,1506,L288,6810,L282,1518,L221
22817,12.5,16.3,14.4,1000,9146,3142,L179,1306,L150,,,,
22818,11.9,15.7,13.8,1110,9708,507,9026,1204,9707,,,,
22819,18.1,15.9,17,7220,9549,1518,L162,,,,,,
22820,16.3,12.5,14.4,3134,9053,3186,9122,,,,,,
22821,14.7,19.7,17.2,1107,9181,602,9760,1518,L162,602,9015,503,9081
22822,15,15,15,3102,9112,6800,9219,1107,9197,,,,
22823,19.4,13.6,16.5,1103,9011,1202,9803,1105,9125,,,,
22824,13.9,14.2,14.05,903,8036,1516,8109,1107,L251,1105,9099,,
22825,16.7,18,17.35,3155,9500,3043,L069,300,9069,,,,
22826,17.3,12.1,14.7,602,L090,300,9204,3182,9205,902,9006,7020,9504
22827,16.5,17,16.75,1510,9162,1506,9917,1505,9494,,,,
22828,15.7,13.9,14.8,1308,9081,3135,9110,1503,L204,,,,
22829,18.3,14.7,16.5,903,L209,1000,9243,1516,9448,1105,9104,,
22830,20,12.4,16.2,1103,9011,7220,9861,1103,9086,204,9240,,
22831,15.3,17.9,16.6,203,9015,7080,9500,1506,8413,,,,
22832,16.5,14.4,15.45,3045,9205,3022,9853,,,,,,
22833,18.6,11.4,15,901,9554,300,9104,604,9147,,,,
22834,18.4,14.1,16.25,3061,L178,1202,9238,,,,,,
22835,15.4,14.3,14.85,1103,L227,7065,9500,,,,,,
22836,13.4,15.4,14.4,603,9257,1202,9853,,,,,,
22837,15.6,17.1,16.35,507,9026,902,9139,1516,9448,1202,9081,,
22838,17.1,14.3,15.7,1504,8358,5402,9070,503,9081,,,,
22839,12.3,15,13.65,1516,8102,1105,9089,507,9026,,,,
22840,17.5,14.4,15.95,3033,9074,901,9554,1000,9257,3013,9504,203,9540
22841,13.5,14.7,14.1,1504,9078,6810,L282,6810,L282,3102,9242,,
22842,15.6,19.3,17.45,204,9152,3161,L164,1502,9070,1109,9026,,
22843,15.2,17.2,16.2,3142,L179,1518,9123,1000,9096,,,,
22844,14.1,15.2,14.65,6800,L030,1202,9081,7035,9549,1516,9157,1107,L251
22845,15.7,17.8,16.75,1104,9081,901,9554,1510,9162,1000,9181,,
22846,11.4,14.5,12.95,1507,9813,1308,9081,3131,9563,,,,
22847,11.2,20,15.6,506,9548,1502,9070,1103,L227,3012,L194,1516,9157
22848,16.8,18.1,17.45,7020,L067,502,9078,6800,9240,3033,9074,,
22849,16.5,18.7,17.6,1000,9243,1504,9078,3081,9853,3102,9205,,
22850,16,17.4,16.7,1104,9081,6800,8366,3012,9235,,,,
22851,15.6,17,16.3,1104,9081,3134,8005,3063,9722,,,,
22852,16.5,17.1,16.8,3102,8015,3182,9123,3043,L069,400,9025,,
22853,16.3,13,14.65,502,8067,3134,9058,7110,9163,6800,9257,,
22854,15,15.7,15.35,3117,9476,3118,9109,,,,,,
22855,16.7,16.1,16.4,7230,9549,1103,L227,7110,9875,,,,
22856,17.1,15.9,16.5,1506,9204,7110,9163,,,,,,
22857,14.8,16.5,15.65,505,9779,6800,9098,502,8067,,,,
22858,14.4,14.9,14.65,506,9813,6800,9219,1000,9353,3022,9010,,
22859,16.9,15.8,16.35,7001,9500,6800,9927,3131,9563,1109,9026,,
22860,16.2,13.8,15,1000,9113,1000,9146,902,9046,1503,9385,,
22861,14,16.7,15.35,1202,9254,1203,9089,3121,9084,1000,9192,,
22862,17.3,19,18.15,1501,9071,901,9554,1503,L096,3141,9003,,
22863,12.7,11.9,12.3,1501,9069,1105,L209,1503,9223,,,,
22864,17.4,16.2,16.8,3081,9084,6800,8366,1516,9240,1516,8014,3112,L134
22865,15.1,17.5,16.3,7230,9504,7015,9833,3063,9061,,,,
22866,16.7,16,16.35,7045,9890,3081,9853,1517,A013,902,9006,,
22867,15.7,17.5,16.6,7001,9500,1114,9066,3045,9213,3163,9087,,
22868,13.9,15.8,14.85,3135,9104,3141,L003,3153,9627,,,,
22869,13.4,18.8,16.1,3135,9117,3134,9053,1105,9096,903,L209,1518,9345
22870,13.7,18,15.85,3117,9242,3031,9994,1502,L010,903,9348,,
22871,17.4,15.3,16.35,3153,9627,1504,9078,3182,9123,,,,
22872,18.6,15.1,16.85,1107,9143,1506,8413,3134,9053,1105,9125,,
22873,14.2,15,14.6,506,9548,7075,9500,903,L231,3113,9010,3102,9112
22874,17.8,18.4,18.1,3135,9110,903,L231,3105,9087,,,,
